year,origin,amount
2005,CAE,11250
2005,HVN,1024
2005,MLB,3518
2005,TOL,5330
2005,BGM,1042
2005,BGR,5280
2005,ACY,1037
2005,DAB,3721
2005,TYS,13924
2005,HSV,11922
2005,ATW,2392
2005,FWA,6276
2005,AVP,2597
2005,SBA,12553
2005,CRW,5000
2005,CHO,2139
2005,ERI,1074
2005,CHA,5103
2005,SCE,1081
2005,PFN,2886
2005,HTS,1344
2005,TRI,3729
2005,SBN,3903
2005,ROA,3041
2005,EVV,5857
2005,MLI,4920
2005,TLH,5348
2005,CMI,3802
2005,PHF,6755
2005,AVL,4458
2005,HLN,2435
2005,SHV,8378
2005,PNS,10902
2005,GJT,3973
2005,SUN,3094
2005,TWF,2267
2005,PIH,2023
2005,CPR,3542
2005,CDC,1001
2005,SGU,2946
2005,COD,962
2005,EKO,1981
2005,IDA,3155
2005,PSC,3543
2005,GTF,4280
2005,BTM,1337
2005,FAT,13727
2005,EUG,5680
2005,CEC,1001
2005,ACV,4042
2005,BFL,4040
2005,CLD,2088
2005,VIS,455
2005,IPL,730
2005,YUM,1221
2005,IYK,1042
2005,MRY,7225
2005,CIC,1062
2005,OXR,1721
2005,SMX,2130
2005,SBP,5622
2005,MFR,5220
2005,MOD,1413
2005,RDD,1828
2005,RDM,3253
2005,DRO,548
2005,LNK,2044
2005,PIA,4659
2005,BPT,1248
2005,ACT,2947
2005,SJT,2216
2005,GRK,5636
2005,TYR,3161
2005,ABI,2749
2005,CLL,3294
2005,TXK,1390
2005,MLU,2081
2005,VCT,518
2005,CYS,1
2005,LWS,669
2005,LRD,2944
2005,AEX,2595
2005,LFT,3937
2005,MOB,4551
2005,BRO,1876
2005,LCH,1283
2005,MFE,3673
2005,PIE,467
2005,AGS,2764
2005,CSG,1763
2005,DHN,1943
2005,GNV,2241
2005,APF,1037
2005,MGM,3542
2005,VLD,1278
2005,ABY,1390
2005,GTR,1327
2005,LYH,1025
2005,MEI,1293
2005,FLO,966
2005,EYW,969
2005,FAY,1434
2005,MCN,975
2005,BQK,1290
2005,BMI,2521
2005,ITO,2776
2005,LGB,11226
2005,LAW,2276
2005,SPS,2686
2005,GGG,1096
2005,FSM,2105
2005,DBQ,1408
2005,MQT,1017
2005,FAI,5295
2005,ADQ,665
2005,DLG,237
2005,BET,1139
2005,SCC,331
2005,JNU,4489
2005,KTN,2476
2005,CDV,726
2005,YAK,726
2005,SIT,1277
2005,PSG,726
2005,WRG,726
2005,AKN,389
2005,ADK,102
2005,BRW,666
2005,OME,1095
2005,OTZ,1089
2005,BQN,790
2005,ISO,695
2005,LWB,178
2005,HKY,606
2005,WYS,265
2005,ACK,227
2005,TUP,609
2005,GST,88
2005,PSE,197
2005,OGD,1
2005,SPI,300
2005,CWA,182
2005,CKB,1
2005,PVU,1
2006,ATL,407971
2006,AUS,44592
2006,BDL,32880
2006,BNA,60554
2006,BOI,17114
2006,BOS,131050
2006,BTV,6869
2006,BUF,27440
2006,BUR,32102
2006,BWI,107584
2006,CHS,12330
2006,CLE,86421
2006,CLT,117455
2006,CMH,35912
2006,DCA,94659
2006,DEN,232476
2006,DFW,301163
2006,DTW,128327
2006,ELP,22464
2006,EWR,158291
2006,EYW,997
2006,FLL,67597
2006,GEG,14089
2006,HNL,61099
2006,IAD,96010
2006,IAH,224061
2006,IND,37615
2006,JAX,31617
2006,JFK,110367
2006,LAS,184733
2006,LAX,233788
2006,LGA,127459
2006,MCI,55918
2006,MCO,118910
2006,MDT,7867
2006,MHT,21260
2006,MIA,66153
2006,MKE,23374
2006,MSP,126498
2006,MSY,29899
2006,MYR,7088
2006,OAK,74794
2006,OGG,23923
2006,OMA,23066
2006,ONT,36311
2006,ORD,373736
2006,ORF,20162
2006,PBI,28305
2006,PDX,57757
2006,PHL,108313
2006,PHX,215086
2006,PIT,47455
2006,PVD,26578
2006,PWM,7551
2006,RDU,58017
2006,RIC,19177
2006,RNO,26545
2006,ROC,17621
2006,RSW,26431
2006,SAN,92976
2006,SEA,107541
2006,SFO,131844
2006,SJC,61161
2006,SJU,25183
2006,SLC,142080
2006,SMF,53835
2006,SNA,51702
2006,SRQ,7493
2006,STL,64327
2006,STT,2969
2006,SYR,12356
2006,TPA,75946
2006,ABE,5188
2006,ABQ,37264
2006,ALB,14676
2006,ANC,19976
2006,EGE,3009
2006,STX,389
2006,AMA,8495
2006,BHM,19161
2006,CRP,9215
2006,DAL,49708
2006,HOU,55260
2006,HRL,5854
2006,ISP,11891
2006,JAN,11263
2006,LBB,9327
2006,LIT,17006
2006,MAF,8566
2006,MDW,100840
2006,OKC,22003
2006,SAT,42856
2006,SDF,19165
2006,TUL,21698
2006,TUS,25033
2006,ASE,3733
2006,ATW,4348
2006,AVL,3081
2006,AVP,2591
2006,BFL,5732
2006,BIL,4692
2006,BMI,4535
2006,CAE,11360
2006,CAK,9507
2006,CHA,4704
2006,CHO,1967
2006,CID,8827
2006,CLD,2853
2006,COD,1328
2006,COS,17046
2006,CRW,4115
2006,DRO,4138
2006,DSM,13429
2006,EUG,6310
2006,FAT,14904
2006,FLG,1729
2006,FSD,6188
2006,FWA,5083
2006,GJT,4731
2006,GNV,1856
2006,GSO,14063
2006,GSP,11192
2006,GUC,1245
2006,HDN,2501
2006,HSV,7669
2006,ICT,12772
2006,ILM,3417
2006,JAC,3740
2006,LAN,4881
2006,LEX,9404
2006,LGB,12879
2006,MBS,3103
2006,MEM,47350
2006,MFR,6217
2006,MGM,3278
2006,MLI,6309
2006,MOB,5562
2006,MRY,8188
2006,MSN,12945
2006,PNS,10235
2006,PSP,13154
2006,RAP,4938
2006,ROA,4184
2006,SAV,13248
2006,SBA,14605
2006,SBN,1372
2006,SBP,6930
2006,TEX,273
2006,TLH,3176
2006,TYS,9954
2006,XNA,11429
2006,YUM,3349
2006,FAY,1548
2006,OAJ,62
2006,CVG,126680
2006,TRI,1426
2006,DAY,13481
2006,GRB,7712
2006,GRR,16261
2006,LNK,2906
2006,PHF,6115
2006,AZO,4815
2006,BTR,11519
2006,EVV,4010
2006,HPN,6983
2006,BGM,658
2006,ERI,892
2006,TOL,3591
2006,FNT,7007
2006,SCE,1007
2006,BGR,4303
2006,MLB,2262
2006,SGF,9273
2006,CMI,3291
2006,SHV,7197
2006,HTS,641
2006,ACY,765
2006,PIH,1822
2006,TWF,2086
2006,SUN,3060
2006,EKO,1724
2006,SGU,3447
2006,CPR,3215
2006,CDC,359
2006,HLN,1641
2006,IDA,2752
2006,GTF,3498
2006,MSO,4057
2006,PSC,2329
2006,BZN,4805
2006,FCA,2638
2006,LWS,725
2006,RDM,3714
2006,BTM,797
2006,FAR,4888
2006,PIA,4664
2006,SPI,1750
2006,ACV,3664
2006,CEC,1009
2006,IPL,1180
2006,IYK,1002
2006,OXR,1608
2006,SMX,1756
2006,CIC,1275
2006,RDD,2044
2006,MOD,2351
2006,MTJ,2708
2006,BIS,2364
2006,CWA,1228
2006,TVC,3796
2006,LCH,1399
2006,LFT,5385
2006,LRD,2756
2006,AEX,2809
2006,TYR,1737
2006,GPT,6955
2006,MFE,4845
2006,BRO,2314
2006,VPS,6437
2006,CLL,1753
2006,BPT,367
2006,GRK,5202
2006,MLU,2289
2006,DAB,3557
2006,KOA,13221
2006,LIH,14053
2006,AGS,2332
2006,CSG,1335
2006,DHN,1746
2006,VLD,1146
2006,GTR,838
2006,LYH,1027
2006,MEI,976
2006,PFN,2577
2006,ABY,1369
2006,ISO,707
2006,TUP,749
2006,BQK,1000
2006,FLO,730
2006,MCN,1091
2006,HKY,42
2006,APF,796
2006,ITO,7249
2006,LAW,2160
2006,ACT,2458
2006,SPS,2420
2006,GGG,1095
2006,ABI,2845
2006,TXK,1094
2006,SJT,1786
2006,FSM,1799
2006,RST,2578
2006,MQT,983
2006,SWF,1119
2006,LSE,1679
2006,DBQ,1410
2006,DLH,1015
2006,MOT,1090
2006,GFK,818
2006,HVN,3
2006,YAK,726
2006,JNU,4450
2006,CDV,726
2006,ADQ,602
2006,WRG,726
2006,PSG,726
2006,KTN,2388
2006,FAI,4930
2006,SIT,1326
2006,OTZ,1087
2006,OME,1093
2006,BRW,682
2006,BET,1145
2006,AKN,364
2006,ADK,104
2006,SCC,561
2006,DLG,217
2006,BQN,1254
2006,PSE,578
2006,RFD,576
2006,LWB,194
2006,WYS,264
2006,BLI,409
2006,ACK,235
2006,SOP,124
2006,ILG,310
2006,GST,85
2006,CKB,1
2006,TTN,51
2007,SMF,58074
2007,SNA,52953
2007,STL,64856
2007,TPA,79785
2007,TUL,25175
2007,TUS,28173
2007,ABQ,41161
2007,ALB,14965
2007,AMA,7542
2007,AUS,51560
2007,BDL,32627
2007,BHM,23535
2007,BNA,61070
2007,BOI,18106
2007,BUF,26687
2007,BUR,33019
2007,BWI,109385
2007,CLE,78288
2007,CMH,38544
2007,CRP,6769
2007,DAL,53951
2007,DEN,240928
2007,DTW,177478
2007,ELP,21805
2007,FLL,69414
2007,GEG,16135
2007,HOU,56540
2007,HRL,5055
2007,IAD,91048
2007,IND,43576
2007,ISP,12222
2007,JAN,13589
2007,JAX,35931
2007,LAS,183668
2007,LAX,237597
2007,LBB,8704
2007,LIT,17009
2007,MAF,7604
2007,MCI,65011
2007,MCO,129778
2007,MDW,95863
2007,MHT,21349
2007,MSY,37329
2007,OAK,74938
2007,OKC,26964
2007,OMA,28081
2007,ONT,41643
2007,ORF,20012
2007,PBI,29766
2007,PDX,58603
2007,PHL,104063
2007,PHX,211072
2007,PIT,49209
2007,PVD,25366
2007,RDU,67199
2007,RNO,27211
2007,RSW,27615
2007,SAN,97316
2007,SAT,46362
2007,SDF,22229
2007,SEA,109127
2007,SJC,61804
2007,SLC,147808
2007,AEX,2996
2007,IAH,200420
2007,BFL,5195
2007,EWR,154113
2007,GSP,13507
2007,ATL,413851
2007,ORD,375784
2007,SRQ,7331
2007,CAE,10660
2007,MSP,155846
2007,LFT,5713
2007,GRR,16412
2007,SAV,14281
2007,LRD,2543
2007,ICT,14750
2007,XNA,14025
2007,DAY,15810
2007,BPT,364
2007,MOB,6171
2007,HPN,12569
2007,SYR,13265
2007,CLT,127108
2007,MSN,13416
2007,BTV,7239
2007,JFK,126366
2007,BRO,1593
2007,PNS,10280
2007,CHS,15673
2007,MEM,85034
2007,GSO,14980
2007,MLU,3094
2007,ROC,17274
2007,GPT,7330
2007,LGA,122899
2007,RIC,19857
2007,TYS,13965
2007,VPS,6927
2007,AVL,3773
2007,DFW,297345
2007,BOS,128320
2007,ABE,5701
2007,CVG,110509
2007,BTR,10347
2007,MKE,28404
2007,SHV,8969
2007,DCA,89666
2007,COS,17233
2007,TLH,4231
2007,HSV,9792
2007,PWM,8368
2007,MGM,4085
2007,DAB,3687
2007,MDT,8795
2007,MTJ,2606
2007,MFE,4733
2007,LCH,1204
2007,LEX,9980
2007,MIA,64742
2007,CLL,1785
2007,PSP,13201
2007,CHA,4533
2007,DSM,17872
2007,CRW,3498
2007,GRK,5149
2007,MYR,6764
2007,BGR,4091
2007,ERI,1358
2007,ASE,5305
2007,BMI,4219
2007,CAK,9335
2007,CID,11151
2007,CLD,2730
2007,COD,1336
2007,CWA,1773
2007,DRO,3939
2007,EGE,3355
2007,EUG,6369
2007,FAT,15709
2007,FLG,1911
2007,FWA,6593
2007,GJT,4858
2007,GRB,8434
2007,GUC,1273
2007,HDN,2685
2007,HNL,67581
2007,ILM,3815
2007,ITO,9570
2007,JAC,3517
2007,KOA,16001
2007,LAN,4602
2007,LGB,14210
2007,LIH,15677
2007,MBS,3744
2007,MFR,6389
2007,MRY,8768
2007,OGG,25515
2007,RAP,5023
2007,ROA,3707
2007,SBA,14274
2007,SBN,5128
2007,SBP,7052
2007,TEX,216
2007,YUM,3524
2007,ATW,6179
2007,FSD,6781
2007,MLI,9516
2007,SFO,138491
2007,AVP,2890
2007,TTN,808
2007,AZO,5121
2007,SCE,677
2007,PHF,5548
2007,MLB,2044
2007,CHO,1386
2007,HTS,279
2007,SGF,11058
2007,ACY,735
2007,PFN,3468
2007,SUN,3208
2007,PIH,1824
2007,TWF,2099
2007,EKO,1819
2007,SGU,3636
2007,CPR,3890
2007,PSC,2736
2007,HLN,1803
2007,IDA,3383
2007,BTM,819
2007,BIL,4694
2007,MSO,3807
2007,FAR,5300
2007,BZN,5237
2007,LWS,706
2007,FCA,3305
2007,RDM,3646
2007,BLI,588
2007,GTF,2917
2007,CEC,1055
2007,ACV,3872
2007,MOD,3060
2007,CIC,1374
2007,IPL,1300
2007,IYK,981
2007,OXR,1358
2007,SMX,1761
2007,RDD,1793
2007,BIS,3155
2007,LNK,4218
2007,RFD,694
2007,PIA,5417
2007,TVC,4137
2007,SPI,1745
2007,ANC,19755
2007,SJU,23709
2007,STT,2955
2007,STX,479
2007,GTR,1006
2007,EVV,5832
2007,CSG,1398
2007,TRI,1207
2007,GNV,1927
2007,MCN,992
2007,AGS,2286
2007,DHN,1639
2007,BQK,993
2007,LYH,877
2007,MEI,678
2007,TOL,2096
2007,APF,555
2007,ILG,455
2007,ABY,1312
2007,FNT,7775
2007,VLD,1057
2007,ISO,9
2007,FAY,2185
2007,FLO,655
2007,OAJ,1134
2007,EYW,1052
2007,TUP,603
2007,BGM,966
2007,SWF,5592
2007,TYR,1604
2007,ABI,2836
2007,SPS,2316
2007,LAW,2333
2007,GGG,1093
2007,SJT,1822
2007,ACT,2349
2007,TXK,1208
2007,FSM,2735
2007,CMI,2757
2007,RST,4252
2007,MQT,1069
2007,LSE,2512
2007,DBQ,1415
2007,GFK,1220
2007,DLH,2188
2007,MOT,1080
2007,SUX,534
2007,PLN,512
2007,CMX,309
2007,RHI,223
2007,ELM,1205
2007,ALO,300
2007,FAI,4968
2007,OTZ,1086
2007,OME,1088
2007,BET,1044
2007,ADQ,691
2007,SIT,1340
2007,KTN,2388
2007,JNU,4447
2007,SCC,726
2007,BRW,726
2007,WRG,726
2007,PSG,726
2007,YAK,726
2007,CDV,726
2007,AKN,235
2007,ADK,103
2007,DLG,175
2007,BQN,1370
2007,PSE,1001
2007,MTH,128
2007,EAU,72
2007,HHH,997
2007,SOP,195
2007,LWB,187
2007,GLH,2
2007,MKC,1
2007,PMD,392
2007,EWN,601
2007,ACK,314
2007,WYS,266
2007,YKM,410
2007,SLE,398
2007,INL,218
2007,BJI,128
2007,GST,90
2007,ROW,235
2007,PIR,4
2008,IAD,76031
2008,IND,42750
2008,ISP,10183
2008,JAN,12609
2008,JAX,32685
2008,LAS,172876
2008,LAX,215608
2008,LBB,8249
2008,LIT,15369
2008,MAF,6839
2008,MCI,59370
2008,MCO,130872
2008,MDW,87619
2008,MHT,18588
2008,MSY,39422
2008,OAK,62535
2008,OKC,25152
2008,OMA,27007
2008,ONT,35072
2008,ORF,16458
2008,PBI,27822
2008,PDX,57860
2008,PHL,100499
2008,PHX,199408
2008,PIT,41800
2008,PVD,22509
2008,RDU,60179
2008,RNO,24286
2008,RSW,27136
2008,SAN,93775
2008,SAT,45270
2008,SDF,22458
2008,SEA,109069
2008,SFO,140587
2008,SJC,57136
2008,SLC,139088
2008,SMF,53056
2008,SNA,47376
2008,STL,62733
2008,TPA,78179
2008,TUL,23459
2008,TUS,26661
2008,ABQ,41146
2008,ALB,13474
2008,AMA,7496
2008,AUS,49623
2008,BDL,29449
2008,BHM,23679
2008,BNA,57539
2008,BOI,17024
2008,BUF,26281
2008,BUR,31405
2008,BWI,104074
2008,CLE,65795
2008,CMH,34157
2008,CRP,5270
2008,DAL,53928
2008,DEN,241443
2008,DTW,161989
2008,ELP,20731
2008,FLL,67177
2008,GEG,15560
2008,HOU,55933
2008,HRL,4421
2008,ROC,14264
2008,DAY,15791
2008,ORD,350380
2008,EWR,138506
2008,SYR,12032
2008,IAH,185172
2008,LFT,4879
2008,MKE,42700
2008,CHS,14181
2008,LCH,1000
2008,CLT,126045
2008,BTR,8941
2008,CRW,3414
2008,FAT,14278
2008,COS,16201
2008,MRY,7607
2008,LGB,15443
2008,BFL,4502
2008,EUG,5749
2008,ICT,14050
2008,MEM,80966
2008,LGA,119135
2008,DCA,86662
2008,BTV,7005
2008,GRK,3733
2008,BRO,1464
2008,TYS,14004
2008,DSM,16643
2008,BPT,276
2008,GPT,8541
2008,GRR,16616
2008,PWM,6897
2008,MSP,130289
2008,RIC,19977
2008,CVG,91265
2008,SAV,13774
2008,SRQ,6432
2008,GSO,13558
2008,CHA,4571
2008,XNA,14112
2008,GSP,11856
2008,LEX,10344
2008,MFE,4116
2008,ABE,4807
2008,MLU,2530
2008,MOB,6348
2008,LRD,2115
2008,SHV,8079
2008,TLH,5912
2008,CAE,10550
2008,AEX,2330
2008,ATL,414513
2008,DFW,281281
2008,BGR,2879
2008,AVL,4399
2008,BOS,117915
2008,MSN,13961
2008,HSV,10791
2008,MGM,3851
2008,MYR,5335
2008,VPS,6820
2008,CLL,1367
2008,PNS,9497
2008,MTJ,2419
2008,DAB,2957
2008,PSP,11979
2008,ASE,5307
2008,ATW,5873
2008,AVP,2386
2008,BMI,4801
2008,CAK,8994
2008,CID,9377
2008,CLD,2303
2008,COD,1188
2008,CPR,2709
2008,CWA,2563
2008,DRO,3674
2008,EGE,3106
2008,FLG,1871
2008,FSD,5828
2008,FWA,6144
2008,GJT,5152
2008,GRB,7930
2008,HDN,2398
2008,HNL,56276
2008,ILM,3397
2008,ITO,8051
2008,JFK,118804
2008,KOA,12710
2008,LAN,3693
2008,LIH,13184
2008,MBS,2918
2008,MDT,7594
2008,MFR,5652
2008,OGG,19940
2008,RAP,4161
2008,ROA,3720
2008,SBA,12568
2008,SBN,5319
2008,SBP,5846
2008,SPI,1225
2008,TEX,194
2008,YUM,3871
2008,TVC,4262
2008,HPN,10715
2008,MIA,62559
2008,MLB,2002
2008,SGF,10087
2008,TRI,2117
2008,ACY,116
2008,TWF,1813
2008,SUN,2871
2008,PIH,1659
2008,EKO,1580
2008,SGU,3319
2008,PSC,2541
2008,BTM,708
2008,SLE,486
2008,IDA,3103
2008,HLN,1986
2008,FCA,2762
2008,MSO,3256
2008,GTF,2140
2008,LWS,652
2008,YKM,340
2008,BZN,4659
2008,BIL,4505
2008,RDM,3434
2008,FAR,4431
2008,JAC,3766
2008,IYK,958
2008,SMX,1681
2008,ACV,3714
2008,OXR,1292
2008,RDD,1682
2008,CEC,1063
2008,MOD,2325
2008,CIC,1392
2008,IPL,989
2008,PIA,5581
2008,MLI,8567
2008,GUC,959
2008,AZO,3924
2008,LNK,3037
2008,PMD,728
2008,BIS,2293
2008,RFD,290
2008,BLI,120
2008,CDC,668
2008,SJU,21676
2008,STT,2972
2008,ANC,19327
2008,STX,436
2008,PHF,6406
2008,DHN,1397
2008,PFN,3875
2008,TOL,1478
2008,AGS,2403
2008,FAY,2267
2008,HHH,836
2008,EVV,5844
2008,GNV,2064
2008,ABY,1095
2008,FNT,8749
2008,OAJ,1184
2008,BQK,925
2008,SWF,4249
2008,EWN,791
2008,MEI,674
2008,GTR,964
2008,LYH,625
2008,FSM,2937
2008,EYW,1009
2008,VLD,938
2008,CSG,1481
2008,MCN,652
2008,CHO,823
2008,TUP,10
2008,FLO,615
2008,SCE,645
2008,TYR,1585
2008,LAW,2369
2008,SPS,1834
2008,ABI,2660
2008,GGG,978
2008,ACT,1993
2008,SJT,1316
2008,TXK,1250
2008,CMI,2774
2008,ROW,961
2008,RST,3353
2008,MQT,991
2008,LSE,2005
2008,DBQ,1349
2008,GFK,1371
2008,MOT,1085
2008,DLH,2013
2008,SUX,122
2008,PLN,264
2008,BGM,728
2008,ERI,1399
2008,ALO,323
2008,CMX,318
2008,RHI,221
2008,ELM,1336
2008,JNU,4410
2008,KTN,2380
2008,ADQ,706
2008,FAI,4822
2008,SIT,1332
2008,PSG,727
2008,WRG,727
2008,SCC,727
2008,BET,1035
2008,CDV,725
2008,OME,1090
2008,YAK,725
2008,BRW,728
2008,OTZ,1086
2008,ADK,102
2008,BQN,1519
2008,PSE,755
2008,GCC,1046
2008,RKS,954
2008,MKG,396
2008,DLG,116
2008,AKN,116
2008,LWB,185
2008,ACK,457
2008,WYS,264
2008,BJI,74
2008,INL,72
2008,GST,85
2008,PUB,2
2008,LMT,511
2008,OTH,515
2008,ITH,132
2008,HTS,158
2008,PIR,5
